Chromosome,Start,Stop,Gene
chr3,122628043,122746576,SEMA5B
chr3,123331145,123603149,MYLK
chr3,123632300,123680255,CCDC14
chr3,123813558,124440035,KALRN
chr3,124449299,124463604,UMPS
chr3,124801482,124998021,SLC12A8
chr3,124950920,125094122,ZNF148
chr3,125166555,125239025,SNX4
chr3,125822418,125899418,ALDH1L1
chr3,126113782,126155398,CCDC37
chr3,126290625,126327398,TXNRD3NB
chr3,126707437,126756235,PLXNA1
chr3,127407911,127541701,MGLL
chr3,127641902,127706514,KBTBD12
chr3,127799807,127842643,RUVBL1
chr3,128720472,128759585,EFCC1
chr3,129120165,129147494,EFCAB12
chr3,129150329,129158676,MBD4
chr3,129159076,129239190,IFT122
chr3,129274018,129325661,PLXND1
chr3,129366637,129612419,TMCC1
chr3,130064359,130203688,COL6A5
chr3,130279178,130395876,COL6A6
chr3,130569450,130735400,ATP2C1
chr3,130745694,131069308,NEK11
chr3,131100515,131107674,NUDT16
chr3,131253584,131753844,CPNE4
chr3,132276982,132378975,ACAD11
chr3,132399454,132441276,NPHP3
chr3,133465237,133497635,TF
chr3,133543087,133614439,RAB6B
chr3,133646992,133648656,C3orf36
chr3,133875978,133969494,RYK
chr3,134204897,134283870,CEP63
chr3,135745799,135801265,PPP2R3A
chr3,136056232,136471220,STAG1
chr3,136676851,136729924,IL20RB
chr3,137880215,137893727,DBR1
chr3,137906390,138015263,ARMC8
chr3,137980279,138043774,NME9
chr3,138213377,138313090,CEP70
chr3,138372864,138433328,PIK3CB
chr3,139062861,139075885,MRPS22
chr3,138760944,138763734,PRR23C
chr3,139279027,139396859,NMNAT3
chr3,140993435,141013483,ACPL2
chr3,141144958,141164830,ZBTB38
chr3,141205891,141331621,RASA2
chr3,141595485,141645356,ATP1B3
chr3,141663277,141868386,TFDP2
chr3,141904546,141944428,GK5
chr3,142137261,142166854,XRN1
chr3,142168080,142297668,ATR
chr3,142720372,142779567,U2SURP
chr3,145782358,145784156,AC107021.1
chr3,145910126,145968966,PLSCR4
chr3,146232968,146262308,PLSCR1
chr3,147103835,147123307,ZIC4
chr3,148415658,148460788,AGTR1
chr3,148545588,148577970,CPB1
chr3,149478892,149510610,ANKUB1
chr3,149689066,149690535,AC117395.1
chr3,150126122,150177613,TSC22D2
chr3,150259781,150264428,SERP1
chr3,150285699,150302027,EIF2A
chr3,150588832,150612089,FAM188B2
chr3,150645723,150690495,CLRN1
chr3,151985829,152183568,MBNL1
chr3,151985973,151987335,AC106722.1
chr3,153993458,154042286,DHX36
chr3,155197671,155421997,PLCH1
chr3,155459933,155461515,AC104472.1
chr3,155480401,155524055,C3orf33
chr3,156544096,156763918,LEKR1
chr3,156874842,156878482,CCNL1
chr3,157177410,157213295,VEPH1
chr3,157815816,157823952,SHOX2
chr3,158289049,158323190,MLF1
chr3,158519715,158547507,MFSD1
chr3,159943423,159945999,C3orf80
chr3,160117430,160152739,SMC4
chr3,160150233,160166725,TRIM59
chr3,160801671,160823160,B3GALNT1
chr3,165490872,165555208,BCHE
chr3,166958117,167090776,ZBBX
chr3,167196475,167338345,WDR49
chr3,168801287,168864093,MECOM
chr3,169490853,169501537,MYNN
chr3,169511216,169530574,LRRC34
chr3,170136855,170425939,CLDN11
chr3,170715544,170744532,SLC2A2
chr3,170780292,171178197,TNIK
chr3,171318620,171528273,PLD1
chr3,171509580,171527714,PP13439
chr3,171757418,171852172,FNDC3B
chr3,172019438,172019686,AC092964.2
chr3,172034218,172039513,AC092964.1
chr3,172348435,172429008,NCEH1
chr3,172361483,172361740,AC007919.2
chr3,172468513,172536559,ECT2
chr3,173322389,173999093,NLGN1
chr3,178525083,178562205,KCNMB2
chr3,179065480,179111006,MFN1
chr3,179518854,179615998,PEX5L
chr3,180331797,180455662,CCDC39
chr3,181429714,181431102,SOX2
chr3,182733339,182817306,MCCC1
chr3,183639002,183732192,ABCC5
chr3,183960089,183966750,ALG3
chr3,184032441,184052805,EIF4G1
chr3,184063979,184079391,CLCN2
chr3,184081194,184086363,POLR2H
chr3,184097861,184098896,CHRD
chr3,184529931,184770402,VPS8
chr3,185046995,185200599,MAP3K13
chr3,185300507,185347972,SENP2
chr3,185361590,185538849,IGF2BP2
chr3,185766264,185826333,ETV5
chr3,185867402,186080021,DGKG
chr3,186288467,186303588,DNAJB11
chr3,186353761,186370879,FETUB
chr3,186501386,186507683,EIF4A2
chr3,186648315,186796341,ST6GAL1
chr3,187896331,187898598,AC022498.1
chr3,189349216,189615068,TP63
chr3,190231840,190374396,IL1RAP
chr3,191859684,192444982,FGF12
chr3,192958914,192988643,HRASLS
chr3,193310933,193415599,OPA1
chr3,194075976,194084099,LRRC15
chr3,194115550,194119995,GP5
chr3,194123409,194188968,ATP13A3
chr3,194308403,194354150,TMEM44
chr3,194789330,194896402,XXYLT1
chr3,195447753,195464539,MUC20
chr3,195597140,195622432,TNK2
chr3,195776156,195808961,TFRC
chr3,196083508,196159298,UBXN7
chr3,196439245,196462855,PIGX
chr3,196769431,197025447,DLG1
chr3,197236654,197282858,BDH1
chr3,197403711,197463773,KIAA0226
chr3,197476424,197511317,FYTTD1
chr3,197556499,197612701,LRCH3
chr4,53210,60296,ZNF595
chr4,492989,533317,PIGG
chr4,699732,761652,PCGF3
chr4,980785,998316,IDUA
chr4,1006239,1020685,FGFRL1
chr4,1160725,1166980,SPON2
chr4,1283682,1333152,MAEA
chr4,1718234,1723058,TMEM129
chr4,1795039,1810599,FGFR3
chr4,1894509,1983930,WHSC1
chr4,1984457,2010694,NELFA
chr4,2043689,2045697,C4orf48
chr4,2061239,2070815,NAT8L
chr4,2073645,2230958,POLN
chr4,2470807,2517584,RNF4
chr4,2627159,2721761,FAM193A
chr4,2794750,2825176,SH3BP2
chr4,2845584,2931787,ADD1
chr4,2965588,2967725,GRK4
chr4,3310762,3419177,RGS12
chr4,3465033,3502552,DOK7
chr4,3511523,3511678,AL590235.1
chr4,4238145,4249950,TMEM128
chr4,4291924,4323512,ZBTB49
chr4,5544858,5710294,EVC2
chr4,5712924,5830772,EVC
chr4,5958845,5990166,C4orf50
chr4,6693782,6694189,AC093323.1
chr4,6784459,6885897,KIAA0232
chr4,7000910,7032547,TBC1D14
chr4,7383625,7742393,SORCS2
chr4,7760442,7941653,AFAP1
chr4,7967043,8160559,ABLIM2
chr4,8201098,8242818,SH3TC1
chr4,8594435,8621488,CPZ
chr4,9174899,9177893,FAM90A26
chr4,9212383,9228214,USP17L13
chr4,9827850,10041872,SLC2A9
chr4,10075964,10118573,WDR1
chr4,10525580,10686386,CLNK
chr4,13369349,13485989,RAB28
chr4,15004298,15071777,CPEB2
chr4,15471489,15603180,CC2D2A
chr4,15606631,15656964,FBXL5
chr4,15937195,15939971,FGFBP1
chr4,15969849,16077741,PROM1
chr4,16164884,16228094,TAPT1
chr4,16504417,16675936,LDB2
chr4,17802772,17812381,DCAF16
chr4,17847120,18023380,LCORL
chr4,20702081,20729412,PACRGL
chr4,22694639,22820546,GBA3
chr4,22694639,22820546,AC093917.1
chr4,24809392,24914580,CCDC149
chr4,25121627,25162204,SEPSECS
chr4,26321332,26433278,RBPJ
chr4,26862313,27027003,STIM2
chr4,30723045,31144471,PCDH7
chr4,36285644,36347377,DTHD1
chr4,37828341,37849099,PGM2
chr4,38628029,38666430,AC021860.1
chr4,38797880,38806412,TLR1
chr4,38825336,38858437,TLR6
chr4,39063852,39128415,KLHL5
chr4,39184149,39287400,WDR19
chr4,39699729,39780638,UBE2K
chr4,40425272,40631883,RBM47
chr4,44624354,44653658,YIPF7
chr4,46251584,46391805,GABRA2
chr4,46736849,46878777,COX7B2
chr4,47033650,47428157,GABRB1
chr4,47879086,47916633,NFXL1
chr4,47937996,47983550,CNGA1
chr4,48499380,48782316,FRYL
chr4,52709319,52780202,DCUN1D4
chr4,52888225,52904425,SGCB
chr4,53609751,53611888,ERVMER34-1
chr4,54927213,54927377,AC110792.1
chr4,56262130,56291971,TMEM165
chr4,57138570,57194258,KIAA1211
chr4,57204459,57253635,AASDH
chr4,57276682,57277131,AC068620.1
chr4,57301915,57327534,PAICS
chr4,57514155,57547872,HOPX
chr4,57845109,57897334,POLR2B
chr4,57898204,57976551,IGFBP7
chr4,62362839,62938167,LPHN3
chr4,68687646,68749699,TMPRSS11D
chr4,68776019,68829232,TMPRSS11A
chr4,69054242,69083798,TMPRSS11BNL
chr4,69795175,69817079,UGT2A3
chr4,70345884,70391732,UGT2B4
chr4,70454135,70505358,UGT2A2
chr4,70796799,70812288,CSN1S1
chr4,71296209,71348713,MUC7
chr4,71522046,71532207,IGJ
chr4,71588372,71657052,RUFY3
chr4,71686092,71705033,GRSF1
chr4,72053003,72437804,SLC4A4
chr4,74991155,75107914,MTHFD2L
chr4,75023327,75024085,AC093677.1
chr4,75310853,75318354,AREG
chr4,76650004,76734448,USO1
chr4,76831809,76862166,NAAA
chr4,76871883,76878526,AC110615.1
chr4,77035818,77069552,NUP54
chr4,77138761,77204921,FAM47E
chr4,77172886,77231197,FAM47E-STBD1
chr4,77917035,77959767,11-Sep
chr4,77969288,77997142,CCNI
chr4,78078357,78106262,CCNG2
chr4,78634541,78740544,CNOT6L
chr4,78978724,79462278,FRAS1
chr4,79697532,79833339,BMP2K
chr4,79808307,79860548,PAQR3
chr4,80945807,80994477,ANTXR2
chr4,81106424,81125480,PRDM8
chr4,82009837,82126215,PRKG2
chr4,83274987,83294831,HNRNPD
chr4,83345782,83350594,HNRPDL
chr4,83615840,83719909,SCD5
chr4,83739815,83812400,SEC31A
chr4,83845756,83905997,LIN54
chr4,84184979,84206067,COQ2
chr4,85590704,85887544,WDFY3
chr4,86937633,87292043,MAPK10
chr4,87515468,87736324,PTPN13
chr4,87856154,88062206,AFF1
chr4,88083601,88141615,KLHL8
chr4,88394500,88450655,SPARCL1
chr4,88529681,88538025,DSPP
chr4,88754121,88767969,MEPE
chr4,89192181,89205888,PPM1K
chr4,89299891,89319293,HERC6
chr4,89526945,89629686,HERC3
chr4,90645250,90758350,SNCA
chr4,90816052,90875778,MMRN1
chr4,95373038,95589377,PDLIM5
chr4,95972830,96075968,BMPR1B
chr4,99952798,99983959,METAP1
chr4,100044832,100064391,ADH4
chr4,100125176,100140331,ADH6
chr4,100226134,100242556,ADH1B
chr4,100333418,100356667,ADH7
chr4,100485240,100545156,MTTP
chr4,101947022,102267953,PPP3CA
chr4,102711764,102995967,BANK1
chr4,103941437,103998170,SLC9B2
chr4,104026963,104119566,CENPE
chr4,105393345,105412467,CXXC4
chr4,106290725,106395221,PPA2
chr4,106638771,106768881,GSTCD
chr4,108910870,108956330,HADH
chr4,108968701,109090112,LEF1
chr4,110661852,110723335,CFI
chr4,110772486,110793470,LRIT3
chr4,113218536,113362527,ALPK1
chr4,113531863,113558145,C4orf21
chr4,114372188,114683083,CAMK2D
chr4,114823182,114900152,ARSJ
chr4,118955649,119158291,NDST3
chr4,119643979,119757326,SEC24D
chr4,119810009,119979447,SYNPO2
chr4,120113928,120133667,RP11-455G16.1
chr4,120160371,120216672,USP53
chr4,120415552,120549202,PDE5A
chr4,122052563,122137655,TNIP3
chr4,122685740,122687962,AC079341.1
chr4,123091758,123283913,KIAA1109
chr4,123653857,123666097,BBS12
chr4,128554120,128597105,INTU
chr4,128702976,128754197,HSPA4L
chr4,128851861,128887099,MFSD8
chr4,128886461,128952445,C4orf29
chr4,128982503,129132287,LARP1B
chr4,129190392,129209977,PGRMC2
chr4,129805152,130014764,SCLT1
chr4,135117488,135122903,PABPC4L
chr4,139978871,140060606,ELF2
chr4,140211092,140216957,NDUFC1
chr4,140809739,140812121,MAML3
chr4,141264615,141303710,SCOC
chr4,141309609,141348815,CLGN
chr4,141786725,141974880,RNF150
chr4,142142088,142155250,ZNF330
chr4,142642302,142654611,IL15
chr4,142949186,143383906,INPP4B
chr4,144917257,145061844,GYPB
chr4,145032498,145061825,GYPA
chr4,146560245,146576720,MMAA
chr4,146601356,146653949,C4orf51
chr4,147177179,147442991,SLC10A7
chr4,147628180,147863807,TTC29
chr4,148402069,148466106,EDNRA
chr4,148559536,148605276,PRMT10
chr4,148803018,148993926,ARHGAP10
chr4,148999916,149363672,NR3C2
chr4,151185594,151936879,LRBA
chr4,152020781,152025069,RPS3A
chr4,152041433,152147660,SH3D19
chr4,152330398,152584784,FAM160A1
chr4,153864135,153900848,FHDC1
chr4,154387498,154557860,KIAA0922
chr4,154634235,154681162,RNF175
chr4,155407595,155412930,DCHS2
chr4,155457663,155470138,PLRG1
chr4,157683903,157892228,PDGFC
chr4,157997277,158093242,GLRB
chr4,158142818,158287227,GRIA2
chr4,159442929,159531818,RXFP1
chr4,159727400,159827952,FNIP2
chr4,162306899,163032548,FSTL5
chr4,164445450,164775330,1-Mar
chr4,165960350,165962665,TRIM60
chr4,166131171,166244308,KLHL2
chr4,167655632,168155577,SPOCK3
chr4,169277886,169401638,DDX60L
chr4,169418217,169849608,PALLD
chr4,170541988,170641514,CLCN3
chr4,175220221,175254531,CEP44
chr4,175412945,175443792,HPGD
chr4,175839509,175899331,ADAM29
chr4,176986985,177103978,WDR17
chr4,183245174,183721832,TENM3
chr4,184020463,184190649,WWC2
chr4,184242917,184243579,CLDN24
chr4,184427360,184432105,ING2
chr4,184560789,184580331,RWDD4
chr4,184580446,184634744,TRAPPC11
chr4,184826509,184932746,STOX2
chr4,185620729,185655216,MLF1IP
chr4,185678057,185729605,ACSL1
chr4,186285032,186300152,LRP2BP
chr4,186422911,186456656,PDLIM3
chr4,186506598,186732048,SORBS2
chr4,187026231,187093816,FAM149A
chr4,187111913,187112626,AC110771.1
chr4,187187118,187210835,F11
chr4,189019783,189030422,TRIML2
chr4,190992087,190993703,DUX4L7
chr4,190995380,190996996,DUX4L6
chr4,190998673,191000289,DUX4L5
chr4,191001979,191003583,DUX4L4
chr4,191005267,191006883,DUX4
chr4,191008560,191010176,DUX4L3
chr4,191011860,191013476,DUX4L2
chr5,446264,467398,EXOC3
chr5,612405,653664,CEP72
chr5,667759,668839,AC026740.1
chr5,710471,850720,ZDHHC11
chr5,712197,767034,ZDHHC11B
chr5,863851,889814,BRD9
chr5,1009168,1037783,NKD2
chr5,1225470,1244492,SLC6A18
chr5,1253289,1295162,TERT
chr5,1317983,1344999,CLPTM1L
chr5,6599353,6633404,NSUN2
chr5,6633540,6668962,SRD5A1
chr5,7654064,7827152,ADCY2
chr5,7869261,7889276,MTRR
chr5,10971978,11904110,CTNND2
chr5,14143829,14509448,TRIO
chr5,14704910,14751320,ANKH
chr5,15616091,15937295,FBXL7
chr5,16666489,16738496,MYO10
chr5,31400609,31529213,DROSHA
chr5,31532373,31555154,C5orf22
chr5,31799031,32111037,PDZD2
chr5,32710760,32786941,NPR3
chr5,32788945,32791819,AC026703.1
chr5,33441070,33468167,TARS
chr5,33944724,33984780,SLC45A2
chr5,33994114,34008220,AMACR
chr5,34757417,34832716,RAI14
chr5,34929698,34959068,DNAJC21
chr5,35048877,35089739,PRLR
chr5,35051012,35051198,AC010368.2
chr5,35779270,35814712,SPEF2
chr5,35856991,35876921,IL7R
chr5,35960858,36001130,UGT3A1
chr5,36035457,36066984,UGT3A2
chr5,36152230,36182616,SKP2
chr5,36608431,36688434,SLC1A3
chr5,37106330,37249530,C5orf42
chr5,39107404,39270759,FYB
chr5,39105358,39107350,AC008964.1
chr5,39371780,39425335,DAB2
chr5,41307059,41510730,PLCXD3
chr5,42424026,42721925,GHR
chr5,43382090,43412418,CCL28
chr5,43444763,43476603,C5orf28
chr5,49961733,50142356,PARP8
chr5,53813589,53842415,SNX18
chr5,54408799,54469005,CDC20B
chr5,54603829,54720934,SKIV2L2
chr5,54921676,54993822,SLC38A9
chr5,55033845,55112974,DDX4
chr5,55149150,55204885,IL31RA
chr5,55224468,55224569,AC008914.1
chr5,55230953,55272142,IL6ST
chr5,56205087,56221359,SETD9
chr5,56471275,56560505,GPBP1
chr5,57790067,57792185,GAPT
chr5,58270491,59481425,PDE4D
chr5,59726565,59726939,FKSG52
chr5,59893495,59995961,DEPDC1B
chr5,60047619,60140101,ELOVL7
chr5,60169658,60240878,ERCC8
chr5,60411538,60411762,AC008498.1
chr5,60939162,60999884,C5orf64
chr5,61808070,61808309,CKS1B
chr5,63461671,63513613,RNF180
chr5,64593035,64777704,ADAMTS6
chr5,64813594,64850792,CENPK
chr5,64859123,64883249,PPWD1
chr5,64920872,64961892,TRAPPC13
chr5,65222402,65376850,ERBB2IP
chr5,65892176,66465423,MAST4
chr5,67522462,67597647,PIK3R1
chr5,68576522,68616410,CCDC125
chr5,68666862,68710626,RAD17
chr5,68715195,68738984,MARVELD2
chr5,68788618,68850131,OCLN
chr5,68856121,68888687,GTF2H2C
chr5,69345350,69373421,SMN2
chr5,70220768,70248841,SMN1
chr5,70264310,70316737,NAIP
chr5,70330842,70363430,GTF2H2
chr5,70751442,70863649,BDP1
chr5,70883195,70953039,MCCC2
chr5,71616195,71654045,PTCD2
chr5,72112418,72210215,TNPO1
chr5,72251808,72386348,FCHO2
chr5,72861568,72876339,UTP15
chr5,72894203,72896845,AC008387.1
chr5,72921983,73237817,ARHGEF28
chr5,73925754,73936474,ENC1
chr5,74364122,74532703,ANKRD31
chr5,74807657,74895646,POLK
chr5,74970033,75013313,POC5
chr5,75699149,76003957,IQGAP2
chr5,76728638,76788024,WDR41
chr5,77781040,77944648,LHFPL2
chr5,78317329,78365452,DMGDH
chr5,78523714,78523911,AC016559.1
chr5,78671753,78808617,HOMER1
chr5,78908243,78982471,PAPD4
chr5,79407050,79551892,SERINC5
chr5,81601166,81614147,ATP6AP1L
chr5,82767493,82878122,VCAN
chr5,86512423,86534822,AC008394.1
chr5,88014058,88179302,MEF2C
chr5,93489712,93872831,KIAA0825
chr5,95010463,95018660,SPATA9
chr5,95224368,95297553,ELL2
chr5,95997941,96110387,CAST
chr5,101569696,101571279,AC008948.1
chr5,102201527,102364769,PAM
chr5,102465257,102538907,PPIP5K2
chr5,107194746,107717799,FBXL17
chr5,108083523,108295018,FER
chr5,108670414,108719226,PJA2
chr5,109755197,110062450,TMEM232
chr5,110073862,110097955,SLC25A46
chr5,111065000,111091948,NREP
chr5,111755280,111756310,FLJ11235
chr5,112214274,112257927,REEP5
chr5,112312479,112349546,DCP2
chr5,113698016,113832197,KCNN2
chr5,114914339,114961876,TICAM2
chr5,115163893,115177548,ATG12
chr5,115298151,115346248,AQPEP
chr5,115781830,115814373,SEMA6A
chr5,118407239,118583060,DMXL1
chr5,119952783,120022598,PRR16
chr5,121647386,121799649,SNCAIP
chr5,122680580,122759286,CEP120
chr5,122847793,122952465,CSNK1G3
chr5,125758869,125829853,GRAMD3
chr5,125880288,125931028,ALDH7A1
chr5,126378250,126409184,C5orf63
chr5,127593601,127873735,FBN2
chr5,129096155,129100756,KIAA1024L
chr5,130759616,130970929,RAPGEF6
chr5,131283308,131347315,ACSL6
chr5,131528306,131562935,P4HA2
chr5,131705665,131729964,SLC22A5
chr5,131892616,131980313,RAD50
chr5,132091697,132113561,8-Sep
chr5,132196878,132200477,GDF9
chr5,133450402,133481914,TCF7
chr5,133621932,133706734,CDKL3
chr5,134211032,134235818,TXNDC15
chr5,134906373,134914969,CXCL14
chr5,135170365,135215779,SLC25A48
chr5,135364691,135399504,TGFBI
chr5,135468536,135518422,SMAD5
chr5,135548999,135701164,TRPC7
chr5,136314302,136834247,SPOCK1
chr5,136957628,137042109,KLHL3
chr5,137225125,137272099,PKD2L2
chr5,137492586,137514358,BRD8
chr5,137620959,137667516,CDC25C
chr5,137721865,137772716,KDM3B
chr5,138089110,138269902,CTNNA1
chr5,138609792,138666128,MATR3
chr5,138723258,138725586,MZB1
chr5,138727635,138730885,PROB1
chr5,138852108,138852506,AC138517.1
chr5,138940751,139008016,UBE2D2
chr5,139226364,139422884,NRG2
chr5,139712801,139726188,HBEGF
chr5,139781429,139929163,ANKHD1
chr5,139937854,139943917,APBB3
chr5,140011313,140013286,CD14
chr5,140019054,140024987,TMCO6
chr5,140053491,140070917,HARS
chr5,140071047,140078889,HARS2
chr5,140165876,140168446,PCDHA1
chr5,140174444,140177062,PCDHA2
chr5,140180783,140183257,PCDHA3
chr5,140186672,140189169,PCDHA4
chr5,140201361,140203811,PCDHA5
chr5,140213969,140216338,PCDHA7
chr5,140220907,140223351,PCDHA8
chr5,140227357,140233744,PCDHA9
chr5,140240341,140243224,AC005609.1
chr5,140306302,140309385,PCDHAC1
chr5,140529683,140532487,PCDHB6
chr5,140535577,140538639,PCDHB17
chr5,140579183,140581852,PCDHB11
chr5,140588269,140591109,PCDHB12
chr5,140602931,140605665,PCDHB14
chr5,140710252,140712723,PCDHGA1
chr5,140894589,140998622,DIAPH1
chr5,141016517,141020630,RELL2
chr5,141242218,141257954,PCDH1
chr5,141346437,141368750,RNF14
chr5,141380238,141392592,GNPDA1
chr5,142659132,142780417,NR3C1
chr5,145493406,145562166,LARS
chr5,145969072,146461033,PPP2R2B
chr5,146614579,146728393,STK32A
chr5,146773253,146833251,DPYSL3
chr5,147648423,147665773,SPINK13
chr5,147698550,147701891,AC091948.1
chr5,147763546,147822390,FBXO38
chr5,147830595,148033741,HTR4
chr5,148383510,148421109,SH3TC2
chr5,148521054,148639138,ABLIM3
chr5,148874845,148931007,CSNK1A1
chr5,149450103,149465990,CSF1R
chr5,149737202,149779870,TCOF1
chr5,150070356,150080602,RBM22
chr5,150157867,150176297,AC010441.1
chr5,150273954,150284545,ZNF300
chr5,150480670,150537313,ANXA6
chr5,150694543,150712004,SLC36A2
chr5,151122384,151138210,ATOX1
chr5,151151485,151183786,G3BP1
chr5,151202188,151304397,GLRA1
chr5,152871759,153190785,GRIA1
chr5,153783595,153800541,GALNT10
chr5,155753767,156185068,SGCD
chr5,156456531,156485487,HAVCR1
chr5,156693091,156822606,CYFIP2
chr5,156822574,157002768,ADAM19
chr5,157160003,157161727,AC026407.1
chr5,158585678,158634904,DKFZP547B0914
chr5,159626048,159665729,FABP6
chr5,159681308,159739483,CCNJL
chr5,160715460,160975130,GABRB2
chr5,161495044,161580810,GABRG2
chr5,162864577,162872020,CCNG1
chr5,162866447,162873821,AC112205.1
chr5,166711843,167689815,TENM2
chr5,167913496,167946303,RARS
chr5,168093713,168727713,SLIT3
chr5,169130953,169510381,DOCK2
chr5,169659950,169673234,C5orf58
chr5,169931048,170163634,KCNIP1
chr5,170210723,170241051,GABRP
chr5,171212876,171221602,C5orf50
chr5,171290931,171423991,FBXW11
chr5,172036245,172036436,AC027309.1
chr5,172483355,172566291,CREBRF
chr5,175511909,175543458,FAM153B
chr5,175665365,175772988,SIMC1
chr5,175955959,175965026,RNF44
chr5,176074388,176086058,TSPAN17
chr5,176292551,176307897,UNC5A
chr5,176332009,176433443,UIMC1
chr5,176449726,176492975,ZNF346
chr5,176513915,176525143,FGFR4
chr5,176562105,176727211,NSD1
chr5,176884368,176889390,DBN1
chr5,176910395,176924602,PDLIM7
chr5,176946791,176981508,FAM193B
chr5,177149148,177209832,FAM153A
chr5,177558012,177575550,RMND5B
chr5,177681975,177989239,COL23A1
chr5,178405328,178422124,GRM6
chr5,178977571,179037019,RUFY1
chr5,179041314,179044917,HNRNPH1
chr5,179078298,179079445,AC136604.1
chr5,179125428,179155908,CANX
chr5,179233388,179265075,SQSTM1
chr5,179261436,179285860,C5orf45
chr5,179289073,179298805,TBC1D9B
chr5,179665309,179707581,MAPK9
chr5,179921417,180005353,CNOT6
chr5,180217548,180237456,MGAT1
chr5,180274615,180288286,ZFP62
chr5,180336564,180377904,BTNL8
chr5,180467225,180488518,BTNL9
chr5,180666873,180670914,GNB2L1
chr5,180682720,180684578,AC008443.1
chr6,486518,693117,EXOC2
chr6,1080164,1105181,AL033381.1
chr6,2663863,2751154,MYLK4
chr6,2833642,2842094,SERPINB1
chr6,3077032,3114802,RIPK1
chr6,3118610,3153428,BPHL
chr6,3982909,3984372,C6ORF50
chr6,4021927,4060926,PRPF4B
chr6,4079440,4130998,C6orf201
chr6,4115928,4135831,ECI2
chr6,5186834,5261172,LYRM4
chr6,7287804,7313435,SSR1
chr6,7881483,8026646,BLOC1S5-TXNDC5
chr6,8015296,8064629,BLOC1S5
chr6,8419047,8435794,SLC35B3
chr6,9896944,9977801,OFCC1
chr6,10396916,10415470,TFAP2A
chr6,10633993,10647501,GCNT6
chr6,10671653,10694839,C6orf52
chr6,10748027,10930656,SYCP2L
chr6,10762956,10831110,MAK
chr6,11102724,11105907,ERVFRD-1
chr6,11537938,11575876,TMEM170B
chr6,11717538,11779280,ADTRP
chr6,12125979,12164808,HIVEP1
chr6,12718977,13288645,PHACTR1
chr6,13275081,13328776,TBC1D7
chr6,13469513,13486415,AL583828.1
chr6,13574826,13612521,SIRT5
chr6,13615728,13621126,AL441883.1
chr6,13622594,13687180,RANBP9
chr6,13804309,13814789,MCUR1
chr6,13925098,13980239,RNF182
chr6,15249143,15520597,JARID2
chr6,15523041,15663271,DTNBP1
chr6,16299343,16761721,ATXN1
chr6,17102489,17131603,STMND1
chr6,17616274,17706656,NUP153
chr6,17763928,17987799,KIF13A
chr6,18155619,18224084,KDM1B
chr6,18368779,18465445,RNF144B
chr6,20100935,20212670,MBOAT1
chr6,20404034,20493789,E2F3
chr6,20534688,21232635,CDKAL1
chr6,21594071,21596233,SOX4
chr6,22569795,22571892,HDGFL1
chr6,24126350,24141403,NRSN1
chr6,24403153,24425809,MRS2
chr6,24495080,24534474,ALDH5A1
chr6,24544332,24646383,KIAA0319
chr6,24650206,24667180,TDP2
chr6,24667263,24705293,ACOT13
chr6,24706152,24720620,C6orf62
chr6,24806551,24936188,FAM65B
chr6,25279875,25479475,LRRC16A
chr6,25652632,25701563,SCGN
chr6,25754968,25780198,SLC17A4
chr6,25783128,25832287,SLC17A1
chr6,25912982,25930946,SLC17A2
chr6,25963030,25983915,TRIM38
chr6,26124373,26124918,HIST1H2AC
chr6,26197068,26199521,HIST1H3D
chr6,26281283,26285762,HIST1H4H
chr6,26365476,26376190,BTN3A2
chr6,26440700,26453642,BTN3A3
chr6,26458178,26468862,BTN2A1
chr6,27094058,27100541,HIST1H2BJ
chr6,27106073,27114619,HIST1H2BK
chr6,27276842,27279949,POM121L2
chr6,27806323,27819974,HIST1H2BN
chr6,28109716,28121851,ZKSCAN8
chr6,28212692,28227011,ZKSCAN4
chr6,28317691,28334523,ZKSCAN3
chr6,28346996,28367508,ZSCAN12
chr6,29323007,29324054,OR5V1
chr6,29393281,29395509,OR11A1
chr6,29426230,29432097,OR2H1
chr6,29570006,29600962,GABBR1
chr6,29624758,29640147,MOG
chr6,29640169,29644780,ZFP57
chr6,29691117,29694300,HLA-F
chr6,29794756,29798899,HLA-G
chr6,29910309,29913660,HLA-A
chr6,30070827,30080867,TRIM31
chr6,30104510,30116512,TRIM40
chr6,30131462,30140384,TRIM15
chr6,30294621,30311505,TRIM39
chr6,30539170,30559307,ABCF1
chr6,30585624,30594058,MRPS18B
chr6,30594633,30614579,ATAT1
chr6,30617692,30620986,C6orf136
chr6,30655829,30658769,NRM
chr6,30667585,30685458,MDC1
chr6,30688134,30692174,TUBB
chr6,30695826,30710462,FLOT1
chr6,30851861,30867929,DDR1
chr6,30875984,30879891,GTF2H4
chr6,30881982,30894233,VARS2
chr6,30908777,30921998,DPCR1
chr6,31462658,31477974,MICB
chr6,31497996,31510225,DDX39B
chr6,31553956,31556685,LST1
chr6,31606806,31620477,BAG6
chr6,31644461,31651817,LY6G5C
chr6,31654736,31670850,ABHD16A
chr6,31674640,31685581,LY6G6F
chr6,31680113,31681589,LY6G6E
chr6,31707725,31730447,MSH5
chr6,31730773,31732622,SAPCD1
chr6,31733371,31745108,VWA7
chr6,31749526,31763441,VARS
chr6,31783320,31785459,HSPA1A
chr6,31795728,31797653,HSPA1B
