Chromosome,Start,Stop,Gene
chr2,25012855,25016251,PTRHD1
chr2,25016005,25022663,CENPO
chr2,25042038,25142708,ADCY3
chr2,25166505,25194963,DNAJC27
chr2,25264999,25370757,EFR3B
chr2,25383722,25391559,POMC
chr2,25455845,25475180,DNMT3A
chr2,25600112,25896419,DTNB
chr2,25960557,26101385,ASXL2
chr2,26149471,26205366,KIF3C
chr2,26256976,26358216,RAB10
chr2,26395960,26412532,GAREML
chr2,26413504,26467594,HADHA
chr2,26466038,26501488,HADHB
chr2,26531041,26568670,GPR113
chr2,26531415,26596374,EPT1
chr2,26624784,26679579,DRC1
chr2,26680071,26700910,OTOF
chr2,26785450,26802400,C2orf70
chr2,26804070,26864236,CIB4
chr2,26915619,26956288,KCNK3
chr2,26987152,27004008,SLC35F6
chr2,26987157,27017457,CENPA
chr2,27070615,27150196,DPYSL5
chr2,27193480,27250064,MAPRE3
chr2,27255778,27258349,TMEM214
chr2,27265232,27276022,AGBL5
chr2,27293340,27294517,OST4
chr2,27301435,27309271,EMILIN1
chr2,27309615,27323619,KHK
chr2,27321757,27341965,CGREF1
chr2,27346682,27352138,ABHD1
chr2,27353624,27357497,PREB
chr2,27359723,27362278,C2orf53
chr2,27371872,27376378,TCF23
chr2,27422455,27425917,SLC5A6
chr2,27434895,27440024,ATRAID
chr2,27440258,27466811,CAD
chr2,27476552,27481451,SLC30A3
chr2,27498289,27504298,DNAJC5G
chr2,27505260,27530303,TRIM54
chr2,27530268,27531313,UCN
chr2,27532360,27535320,MPV17
chr2,27548716,27579359,GTF3C2
chr2,27587219,27593353,EIF2B4
chr2,27593389,27599995,SNX17
chr2,27600098,27603592,ZNF513
chr2,27604061,27632554,PPM1G
chr2,27650657,27665126,NRBP1
chr2,27665233,27669348,KRTCAP3
chr2,27667238,27712624,IFT172
chr2,27714750,27718112,FNDC4
chr2,27719709,27746551,GCKR
chr2,27760253,27790011,AC109829.1
chr2,27799389,27805588,C2orf16
chr2,27805897,27845961,ZNF512
chr2,27848506,27851879,CCDC121
chr2,27851114,27852794,GPN1
chr2,27873679,27886676,SUPT7L
chr2,27886338,27917836,SLC4A1AP
chr2,27928653,27938599,AC074091.13
chr2,27994584,28002601,MRPL33
chr2,28004231,28113965,RBKS
chr2,28112808,28248252,BRE
chr2,28615315,28631669,FOSL2
chr2,28680012,28762032,PLB1
chr2,28974506,29006844,PPP1CB
chr2,29005383,29063667,SPDYA
chr2,29072687,29074149,TRMT61B
chr2,29117509,29171088,WDR43
chr2,29179477,29256386,FAM179A
chr2,29283842,29285021,C2orf71
chr2,29320571,29397579,CLIP4
chr2,29415640,30144432,ALK
chr2,30369807,30383399,YPEL5
chr2,30454397,30482894,LBH
chr2,30670092,30775415,LCLAT1
chr2,30945637,30966384,CAPN13
chr2,31133333,31361013,GALNT14
chr2,31395924,31456724,CAPN14
chr2,31457203,31492313,EHD3
chr2,31557187,31637581,XDH
chr2,32092878,32248826,DPY30
chr2,32092878,32235626,MEMO1
chr2,32288680,32382705,SPAST
chr2,32390933,32422853,SLC30A6
chr2,32449522,32490801,NLRC4
chr2,32502979,32537002,YIPF4
chr2,32582096,32843966,BIRC6
chr2,32853099,32865435,TTC27
chr2,33172039,33624426,LTBP1
chr2,33661391,33789817,RASGRP3
chr2,33808725,33824429,FAM98A
chr2,36583069,36778278,CRIM1
chr2,36758948,36779411,AC007401.2
chr2,36778570,36805975,FEZ2
chr2,36923833,37041930,VIT
chr2,37070783,37193615,STRN
chr2,37195526,37216002,HEATR5B
chr2,37311594,37326387,GPATCH11
chr2,37326353,37384190,EIF2AK2
chr2,37395078,37423741,SULT6B1
chr2,37423631,37431884,AC007390.5
chr2,37428755,37458856,CEBPZ
chr2,37458774,37474719,NDUFAF7
chr2,37477645,37545037,PRKD3
chr2,37571717,37600465,QPCT
chr2,37869032,37899334,CDC42EP3
chr2,38150330,38201257,RMDN2
chr2,38294116,38297840,CYP1B1
chr2,38522022,38604404,ATL2
chr2,38789120,38830108,HNRPLL
chr2,38893052,38961910,GALM
chr2,38970741,38978636,SRSF7
chr2,38978676,39009107,GEMIN6
chr2,39024871,39103049,DHX57
chr2,39103103,39109850,MORN2
chr2,39117021,39202590,ARHGEF33
chr2,39208537,39348192,SOS1
chr2,39402787,39414848,CDKL4
chr2,39476407,39664453,MAP4K3
chr2,39892122,39934276,TMEM178A
chr2,39963200,39997153,THUMPD2
chr2,40339286,40679209,SLC8A1
chr2,42162508,42180943,C2orf91
chr2,42275160,42285668,PKDCC
chr2,42396490,42559688,EML4
chr2,42560686,42588289,COX7A2L
chr2,42669157,42721237,KCNG3
chr2,42721709,42984087,MTA3
chr2,42989642,42991401,OXER1
chr2,42994229,42997033,HAAO
chr2,43457975,43823185,THADA
chr2,43449541,43453748,ZFP36L2
chr2,43864412,43995126,PLEKHH2
chr2,44001178,44037149,DYNC2LI1
chr2,44039611,44065958,ABCG5
chr2,44066103,44105605,ABCG8
chr2,44113647,44223144,LRPPRC
chr2,44395108,44445676,PPM1B
chr2,44502599,44548633,SLC3A1
chr2,44543420,44587813,PREPL
chr2,44589089,44776924,CAMKMT
chr2,45168902,45173216,SIX3
chr2,45232300,45236569,SIX2
chr2,45615819,45838420,SRBD1
chr2,45878484,46070173,PRKCE
chr2,46520806,46574137,EPAS1
chr2,46656329,46668972,TMEM247
chr2,46717889,46769317,ATP6V1E2
chr2,46768945,46803388,RHOQ
chr2,46808076,46844258,PIGF
chr2,46843555,46852192,CRIPT
chr2,46926091,46990268,SOCS5
chr2,47043807,47046597,AC016722.1
chr2,47043836,47085349,AC016722.2
chr2,47129013,47142919,MCFD2
chr2,47143296,47301187,TTC7A
chr2,47272677,47335941,CALM2
chr2,47314130,47378434,C2orf61
chr2,47572297,47614039,EPCAM
chr2,47630108,47710367,MSH2
chr2,47747910,47798078,KCNK12
chr2,48010221,48034092,MSH6
chr2,48016455,48036390,FBXO11
chr2,48541776,48600467,FOXN2
chr2,48667737,48738607,PPP1R21
chr2,48756522,48759056,STON1
chr2,48757064,48906742,STON1-GTF2A1L
chr2,48844937,48873799,GTF2A1L
chr2,48859428,48895804,LHCGR
chr2,49189296,49381676,FSHR
chr2,50145643,50574892,NRXN1
chr2,53759810,53992686,GPR75-ASB3
chr2,53897430,54087297,ASB3
chr2,53994929,54002333,CHAC2
chr2,54014181,54021514,ERLEC1
chr2,54080050,54087126,GPR75
chr2,54091204,54197977,PSME4
chr2,54342540,54370451,ACYP2
chr2,54480315,54483409,TSPYL6
chr2,54557171,54587487,C2orf73
chr2,54683422,54896812,SPTBN1
chr2,54950636,54951868,EML6
chr2,55199325,55237585,RTN4
chr2,55401927,55459410,CLHC1
chr2,55459039,55462724,RPS27A
chr2,55463731,55496379,MTIF2
chr2,55514978,55646749,CCDC88A
chr2,55746740,55772215,CCDC104
chr2,55774428,55844749,SMEK2
chr2,55861400,55921045,PNPT1
chr2,56093102,56151274,EFEMP1
chr2,56411258,56613308,CCDC85A
chr2,58134786,58387002,VRK2
chr2,58386378,58468458,FANCL
chr2,60678302,60780634,BCL11A
chr2,60983365,61026098,PAPOLG
chr2,61108656,61150645,REL
chr2,61167357,61245394,PUS10
chr2,61244360,61246202,PEX13
chr2,61293006,61316805,KIAA1841
chr2,61404553,61414686,AHSA2
chr2,61414598,61468749,USP34
chr2,61704984,61765418,XPO1
chr2,62051989,62081227,FAM161A
chr2,62095224,62115939,CCT4
chr2,62115859,62363193,COMMD1
chr2,62423248,62451866,B3GNT2
chr2,62727356,62733476,TMEM17
chr2,62900986,63272732,EHBP1
chr2,63277192,63284971,OTX1
chr2,63348518,63661064,WDPCP
chr2,63815743,63824791,MDH1
chr2,64068074,64118696,UGP2
chr2,64120035,64202736,VPS54
chr2,64319786,64371588,PELI1
chr2,64681103,64683599,LGALSL
chr2,64751465,64820139,AFTPH
chr2,64858755,64881047,SERTAD2
chr2,65215611,65243688,SLC1A4
chr2,65283500,65298978,CEP68
chr2,65297835,65357220,RAB1A
chr2,65454887,65498387,ACTR2
chr2,65537985,65659311,SPRED2
chr2,66660584,66667099,MEIS1
chr2,67624451,67637677,ETAA1
chr2,68268262,68290115,C1D
chr2,68350068,68384678,WDR92
chr2,68358370,68488362,PPP3R1
chr2,68384976,68403370,PNO1
chr2,68511303,68546532,CNRIP1
chr2,68592305,68624585,PLEK
chr2,68689486,68694390,FBXO48
chr2,68694693,68807294,APLF
chr2,68870721,68882708,PROKR1
chr2,68906733,69043443,ARHGAP25
chr2,69092613,69098649,BMP10
chr2,69172364,69180102,GKN2
chr2,69201705,69208106,GKN1
chr2,69240310,69476459,ANTXR1
chr2,69552403,69614380,GFPT1
chr2,69622882,69664760,NFU1
chr2,69688532,69870786,AAK1
chr2,69947923,70052906,ANXA4
chr2,70056774,70108528,GMCL1
chr2,70120692,70132349,SNRNP27
chr2,70124820,70165391,MXD1
chr2,70187226,70189397,ASPRV1
chr2,70314585,70316332,PCBP1
chr2,70377012,70418203,C2orf42
chr2,70436576,70475773,TIA1
chr2,70484518,70502216,PCYOX1
chr2,70508494,70520903,SNRPG
chr2,70523107,70529222,FAM136A
chr2,70674412,70781147,TGFA
chr2,70834750,70995330,ADD2
chr2,71004442,71017775,FIGLA
chr2,71035775,71047732,CLEC4F
chr2,71057347,71062952,CD207
chr2,71127720,71160576,VAX2
chr2,71163012,71192527,ATP6V1B1
chr2,71205510,71212626,ANKRD53
chr2,71213068,71222075,TEX261
chr2,71291474,71295511,NAGK
chr2,71336814,71351581,MCEE
chr2,71357444,71377231,MPHOSPH10
chr2,71409869,71454213,PAIP2B
chr2,71503691,71592835,ZNF638
chr2,71680852,71913778,DYSF
chr2,72356367,72375167,CYP26B1
chr2,72403113,73053170,EXOC6B
chr2,73114489,73119287,SPR
chr2,73143389,73161457,EMX1
chr2,73169165,73286301,SFXN5
chr2,73300510,73307339,RAB11FIP5
chr2,73429386,73439641,NOTO
chr2,73441350,73448341,SMYD5
chr2,73455134,73460356,PRADC1
chr2,73460548,73470236,CCT7
chr2,73481818,73511559,FBXO41
chr2,73518062,73520833,EGR4
chr2,73612886,73836842,ALMS1
chr2,73867959,73869520,NAT8
chr2,73956231,73964462,TPRKB
chr2,73989311,74007284,DUSP11
chr2,74011316,74044274,C2orf78
chr2,74056086,74090010,STAMBP
chr2,74119441,74146802,ACTG2
chr2,74153953,74186088,DGUOK
chr2,74229840,74275538,TET3
chr2,74362525,74375121,BOLA3
chr2,74382165,74405995,MOB1A
chr2,74425689,74444692,MTHFD2
chr2,74438731,74590504,RP11-287D1.3
chr2,74443369,74566839,SLC4A5
chr2,74588281,74607482,DCTN1
chr2,74641304,74643710,C2orf81
chr2,74648805,74652601,WDR54
chr2,74652963,74667710,RTKN
chr2,74682150,74685087,INO80B
chr2,74685456,74688018,WBP1
chr2,74688184,74692537,MOGS
chr2,74699085,74700449,MRPL53
chr2,74699113,74709669,CCDC142
chr2,74710200,74721686,TTC31
chr2,74724644,74726843,LBX2
chr2,74732170,74734278,PCGF1
chr2,74740590,74742788,TLX2
chr2,74745258,74751052,DQX1
chr2,74753772,74756887,AUP1
chr2,74756504,74760472,HTRA2
chr2,74759541,74776790,LOXL3
chr2,74776153,74784663,DOK1
chr2,74785010,74875164,M1AP
chr2,74881355,74909186,SEMA4F
chr2,75061108,75120486,HK2
chr2,75185619,75197255,POLE4
chr2,75276231,75426826,TACR1
chr2,75696428,75788049,EVA1A
chr2,75873909,75874819,MRPL19
chr2,75879126,75893067,GCFC2
chr2,76974845,77749465,LRRTM4
chr2,79252812,79255631,REG3G
chr2,79312156,79313973,REG1B
chr2,79347488,79349325,REG1A
chr2,79384132,79386879,REG3A
chr2,79412357,80875904,CTNNA2
chr2,80515483,80531518,LRRTM1
chr2,84650647,84686604,SUCLG1
chr2,84743579,84811978,DNAH6
chr2,85048774,85108369,TRABD2A
chr2,85132749,85133795,TMSB10
chr2,85198216,85255179,KCMF1
chr2,85360533,85537511,TCF7L1
chr2,85545147,85555548,TGOLN2
chr2,85569211,85578014,RETSAT
chr2,85581517,85584148,ELMOD3
chr2,85621871,85637676,CAPG
chr2,85645844,85649815,SH2D6
chr2,85766288,85772403,MAT2A
chr2,85774743,85788616,GGCX
chr2,85788685,85809120,VAMP8
chr2,85811531,85820535,VAMP5
chr2,85822848,85824139,RNF181
chr2,85825671,85829821,TMEM150A
chr2,85829979,85850905,USP39
chr2,85833777,85839152,C2orf68
chr2,85884437,85895312,SFTPB
chr2,85912298,85923853,GNLY
chr2,85978467,86015189,ATOH8
chr2,86066267,86094777,ST3GAL5
chr2,86247339,86333278,POLR1A
chr2,86333305,86369280,PTCD3
chr2,86371055,86422125,IMMT
chr2,86426478,86439961,MRPL35
chr2,86441116,86564777,REEP1
chr2,86667770,86678246,KDM3A
chr2,86730554,86790600,CHMP3
chr2,86732791,86948245,RNF103-CHMP3
chr2,86830516,86850978,RNF103
chr2,86947296,87005164,RMND5A
chr2,87011733,87018018,CD8A
chr2,87042470,87089038,CD8B
chr2,87144738,87241104,RGPD1
chr2,87229682,87248975,PLGLB1
chr2,88047606,88057152,PLGLB2
chr2,88055474,88125471,RGPD2
chr2,88326724,88355248,KRCC1
chr2,88367299,88412906,SMYD1
chr2,88422510,88427635,FABP1
chr2,88469872,88474314,THNSL2
chr2,88824169,88829102,TEX37
chr2,88856259,88924447,EIF2AK3
chr2,88991162,89050452,RPIA
chr2,90458201,90458671,CH17-132F21.1
chr2,90537839,90538397,RP11-685N3.1
chr2,95537178,95542568,TEKT4
chr2,95691422,95710378,MAL
chr2,95752952,95787745,MRPS5
chr2,95813075,95821436,ZNF514
chr2,95831177,95850065,ZNF2
chr2,95940201,95957054,PROM2
chr2,95963052,96051825,KCNIP3
chr2,96068469,96071550,FAHD2A
chr2,96257766,96265526,TRIM43
chr2,96516914,96657541,ANKRD36C
chr2,96687694,96700663,GPAT2
chr2,96778707,96781984,ADRA2B
chr2,96789589,96804175,ASTL
chr2,96808905,96811179,DUSP2
chr2,96850597,96874556,STARD7
chr2,96916312,96931732,TMEM127
chr2,96931870,96937383,CIAO1
chr2,96940074,96971253,SNRNP200
chr2,96991069,96992934,ITPRIPL1
chr2,97001525,97039583,NCAPH
chr2,97202480,97216022,ARID5A
chr2,97258907,97304083,KANSL3
chr2,97371666,97405800,LMAN2L
chr2,97426639,97477628,CNNM4
chr2,97481982,97499648,CNNM3
chr2,97490263,97507854,ANKRD23
chr2,97502348,97523751,ANKRD39
chr2,97525453,97535708,SEMA4C
chr2,97541622,97563870,FAM178B
chr2,97749320,97760576,FAHD2B
chr2,97779233,97915936,ANKRD36
chr2,98262503,98264846,COX5B
chr2,98272431,98280570,ACTR1B
chr2,98330023,98356323,ZAP70
chr2,98372799,98381780,TMEM131
chr2,98703579,98929762,VWA3B
chr2,98947852,98950434,AC092675.3
chr2,98962651,99013807,CNGA3
chr2,99061317,99207263,INPP4A
chr2,99215773,99224955,COA5
chr2,99225042,99234978,UNC50
chr2,99235569,99347589,MGAT4A
chr2,99410309,99552722,KIAA1211L
chr2,99613724,99771380,TSGA10
chr2,99757948,99767950,C2orf15
chr2,99771418,99779620,LIPT1
chr2,99771461,99811761,MRPL30
chr2,99777890,99787868,MITD1
chr2,99858709,99870744,LYG2
chr2,99900701,99917639,LYG1
chr2,99935445,99952925,TXNDC9
chr2,99953816,100016728,EIF5B
chr2,100016938,100106435,REV1
chr2,100167583,100722590,AFF3
chr2,100889753,100939195,LONRF2
chr2,101008327,101034118,CHST10
chr2,101086944,101099742,NMS
chr2,101179152,101193197,PDCL3
chr2,101436614,101613291,NPAS2
chr2,101618177,101623729,RPL31
chr2,101624079,101767715,TBC1D8
chr2,101869264,101886778,CNOT11
chr2,101887681,101889398,RNF149
chr2,101965209,102004057,CREG2
chr2,102013823,102091165,RFX8
chr2,102313312,102440515,MAP4K4
chr2,102608306,102645006,IL1R2
chr2,102681004,102781413,IL1R1
chr2,102803433,102856462,IL1RL2
chr2,102927962,102968497,IL1RL1
chr2,102927989,103013346,IL18R1
chr2,103035149,103069025,IL18RAP
chr2,103089762,103150431,SLC9A4
chr2,103236166,103327777,SLC9A2
chr2,103332299,103334793,MFSD9
chr2,103353367,103414359,TMEM182
chr2,105471969,105476929,POU3F3
chr2,105654441,105716418,MRPS9
chr2,105858200,105859924,GPR45
chr2,105880871,105946491,TGFBRAP1
chr2,105953816,105965668,C2orf49
chr2,105974169,106016124,FHL2
chr2,106361354,106510730,NCK2
chr2,106679702,106688857,C2orf40
chr2,106709759,106810795,UXS1
chr2,107021446,107084832,RGPD3
chr2,107418056,107503563,ST6GAL2
chr2,108443393,108507297,RGPD4
chr2,108602979,108627317,SLC5A7
chr2,108863651,108881807,SULT1C3
chr2,108905095,108926371,SULT1C2
chr2,108994367,108999378,SULT1C4
chr2,109065017,109087128,GCC2
chr2,109150912,109289485,LIMS1
chr2,109335937,109402267,RANBP2
chr2,109403213,109493034,CCDC138
chr2,109510927,109605725,EDAR
chr2,109745804,110065945,SH3RF3
chr2,110300559,110371720,10-Sep
chr2,110371911,110376563,SOWAHC
chr2,110550335,110590596,RGPD5
chr2,110656005,110664033,LIMS3
chr2,110841447,110874143,MALL
chr2,110879888,110962619,NPHP1
chr2,111222628,111230393,LIMS3L
chr2,111271389,111288707,RGPD6
chr2,111395409,111435640,BUB1
chr2,111490150,111851921,ACOXL
chr2,111876955,111881689,BCL2L11
chr2,112523848,112614424,ANAPC1
chr2,112656056,112787138,MERTK
chr2,112812800,112876895,TMEM87B
chr2,112895962,112945791,FBLN7
chr2,112973254,113012688,ZC3H8
chr2,113033171,113097634,ZC3H6
chr2,113127669,113191222,RGPD8
chr2,113239731,113290227,TTL
chr2,113299492,113333876,POLR1B
chr2,113341817,113343942,CHCHD5
chr2,113403434,113421404,SLC20A1
chr2,113479063,113500456,NT5DC4
chr2,113494184,113522254,CKAP2L
chr2,113531492,113542167,IL1A
chr2,113587328,113594480,IL1B
chr2,113670548,113676459,IL37
chr2,113730780,113736857,IL36G
chr2,113763038,113765621,IL36A
chr2,113779668,113810444,IL36B
chr2,113816215,113822325,IL36RN
chr2,113825547,113833420,IL1F10
chr2,113864791,113875242,IL1RN
chr2,113914902,113940621,PSD4
chr2,113973574,114036488,PAX8
chr2,114195268,114253766,CBWD2
chr2,114256661,114258728,FOXD4L1
chr2,114384806,114400973,RABL2A
chr2,114462588,114480771,SLC35F5
chr2,114647537,114720173,ACTR3
chr2,115199876,116257145,DPP10
chr2,118572226,118589955,DDX18
chr2,118673054,118771709,CCDC93
chr2,118846028,118865948,INSIG2
chr2,119599747,119605254,EN1
chr2,119699742,119752236,MARCO
chr2,119913819,119916465,C1QL2
chr2,119981384,120023228,STEAP3
chr2,120059801,120124318,C2orf76
chr2,120124497,120130126,DBI
chr2,120187477,120195175,TMEM37
chr2,120197419,120282070,SCTR
chr2,120302008,120414237,PCDP1
chr2,120436743,120439694,TMEM177
chr2,120517207,120741394,PTPN4
chr2,120770581,120936695,EPB41L5
chr2,120978854,120980984,TMEM185B
chr2,120997640,121047281,RALB
chr2,121103719,121109384,INHBB
chr2,121493199,121709042,GLI2
chr2,121974163,122042783,TFCP2L1
chr2,122095352,122407163,CLASP1
chr2,122484521,122494499,MKI67IP
chr2,122494679,122522794,TSN
chr2,124782864,124892758,CNTNAP5
chr2,127413509,127454246,GYPC
chr2,127656472,127657188,AC114783.1
chr2,127805603,127864577,BIN1
chr2,127941696,127963343,CYP27C1
chr2,128014866,128051721,ERCC3
chr2,128056306,128146041,MAP3K2
chr2,128176003,128180673,PROC
chr2,128193783,128244194,IWS1
chr2,128317266,128395303,MYO7B
chr2,128395956,128399706,LIMS2
chr2,128403569,128409050,GPR17
chr2,128458596,128568721,WDR33
chr2,128458597,128461385,SFT2D3
chr2,128603840,128615731,POLR2D
chr2,128619204,128643496,AMMECR1L
chr2,128698792,128784867,SAP130
chr2,128848774,128865628,UGGT1
chr2,128994290,129075970,HS6ST1
chr2,130737235,130740311,RAB6C
chr2,130831603,130886795,POTEF
chr2,130896860,130900601,CCDC74B
chr2,130908981,130939152,SMPD4
chr2,130939310,130948286,MZT2B
chr2,130949318,130956034,TUBA3E
chr2,131095814,131099922,CCDC115
chr2,131099798,131104197,IMP4
chr2,131113580,131132982,PTPN18
chr2,131217028,131267239,POTEI
chr2,131278770,131285579,CFC1B
chr2,131296668,131307456,AC013269.5
chr2,131328402,131339941,AC140481.2
chr2,131350339,131357123,CFC1
chr2,131369054,131415664,POTEJ
chr2,131486643,131487909,GPR148
chr2,131513008,131522659,AMER3
chr2,131594489,131672058,ARHGEF4
chr2,131805449,131851001,FAM168B
chr2,131862420,131905370,PLEKHB2
chr2,132222473,132249908,MZT2A
chr2,132233666,132240507,TUBA3D
chr2,132285248,132287753,CCDC74A
chr2,132479948,132524973,C2orf27A
chr2,132552534,132559234,C2orf27B
chr2,132905164,132910311,ANKRD30BL
chr2,133174147,133404132,GPR39
chr2,133402426,133427778,LYPD1
chr2,133429374,134326031,NCKAP5
chr2,134877554,135012177,MGAT5
chr2,135213330,135476570,TMEM163
chr2,135596117,135659604,ACMSD
chr2,135675805,135714413,CCNT2
chr2,135722061,135782248,MAP3K19
chr2,135809835,135928276,RAB3GAP1
chr2,135894486,135996431,ZRANB3
chr2,136289025,136360240,R3HDM1
chr2,136499189,136542625,UBXN4
chr2,136545410,136594750,LCT
chr2,136597196,136633996,MCM6
chr2,136664247,136743254,DARS
chr2,136871919,136873813,CXCR4
chr2,137523115,137814085,THSD7B
chr2,138721590,138771823,HNMT
chr2,139259371,139331117,SPOPL
chr2,139428342,139537918,NXPH2
chr2,140988992,142889270,LRP1B
chr2,143635067,143799890,KYNU
chr2,143848931,143995921,ARHGAP15
chr2,144703321,144993307,GTDC1
chr2,145145568,145278621,ZEB2
chr2,148602086,148654016,ACVR2A
chr2,148691732,148779147,ORC4
chr2,148778580,149216066,MBD5
chr2,149402009,149511589,EPC2
chr2,149632819,149883273,KIF5C
chr2,149894621,149958097,LYPD6B
chr2,150186499,150330137,LYPD6
chr2,150426148,150444330,MMADHC
chr2,151324709,151344181,RND3
chr2,151857734,151905288,AC023469.1
chr2,152104454,152118393,RBM43
chr2,152126979,152146571,NMI
chr2,152214106,152236560,TNFAIP6
chr2,152266397,152331902,RIF1
chr2,152341850,152591001,NEB
chr2,152645498,152648304,ARL5A
chr2,152689290,152955593,CACNB4
chr2,152973315,153032506,STAM2
chr2,153191751,153506348,FMNL2
chr2,153508107,153574495,PRPF40A
chr2,153574407,153617278,ARL6IP6
chr2,154333852,154335322,RPRM
chr2,154728426,155310361,GALNT13
chr2,155554811,155714863,KCNJ3
chr2,157180944,157189228,NR4A2
chr2,157291802,157367361,GPD2
chr2,158114110,158170723,GALNT5
chr2,158175137,158182446,ERMN
chr2,158271131,158300654,CYTIP
chr2,158388888,158485517,ACVR1C
chr2,158592958,158731623,ACVR1
chr2,158733214,158992666,UPP2
chr2,159027593,159313265,CCDC148
chr2,159313476,159537564,PKP4
chr2,159651829,159672505,DAPL1
chr2,159825183,160089170,TANC1
chr2,160092304,160143310,WDSUB1
chr2,160175490,160473080,BAZ2B
chr2,160569000,160623880,7-Mar
chr2,160625364,160654753,CD302
chr2,160659866,160761221,LY75
chr2,160628362,160761221,LY75-CD302
chr2,160788519,160801511,PLA2R1
chr2,160956177,161056812,ITGB6
chr2,161128662,161349890,RBMS1
chr2,161993419,162092698,TANK
chr2,162164549,162268228,PSMD14
chr2,162272605,162282381,TBR1
chr2,162280843,162627545,SLC4A10
chr2,162848751,162931052,DPP4
chr2,162999392,163008913,GCG
chr2,163027194,163030291,FAP
chr2,163123589,163175213,IFIH1
chr2,163175350,163213344,GCA
chr2,163227917,163695128,KCNH7
chr2,164449906,164592522,FIGN
chr2,165349322,165477902,GRB14
chr2,165510134,165548856,COBLL1
chr2,165752696,165812035,SLC38A11
chr2,165944040,166060553,SCN3A
chr2,166095912,166172108,SCN2A
chr2,166326157,166535817,CSRNP3
chr2,166604101,166651192,GALNT3
chr2,166713985,166727501,TTC21B
chr2,166845673,166930131,SCN1A
chr2,167051695,167232503,SCN9A
chr2,167260083,167343478,SCN7A
chr2,167744997,168116259,XIRP2
chr2,168725458,168727366,B3GALT1
chr2,168810530,168969616,STK39
chr2,169312372,169631644,CERS6
chr2,169643049,169721565,NOSTRIN
chr2,169690642,169745803,SPC25
chr2,169757750,169764643,G6PC2
chr2,169779448,169887832,ABCB11
chr2,169921299,169952677,DHRS9
chr2,169983619,170219195,LRP2
chr2,170335688,170363165,BBS5
chr2,170366212,170382772,KLHL41
chr2,170386259,170430383,FASTKD1
chr2,170440850,170497916,PPIG
chr2,170501935,170550943,CCDC173
chr2,170550975,170558218,PHOSPHO2
chr2,170550998,170606192,KLHL23
chr2,170648443,170663581,SSB
chr2,170666591,170681415,METTL5
chr2,170683968,170940641,UBR3
chr2,171034655,171376488,MYO3B
chr2,171568961,171571077,AC007405.2
chr2,171571861,171574588,SP5
chr2,171640296,171655481,ERICH2
chr2,171669723,171686095,GAD1
chr2,171784974,171813024,GORASP2
chr2,171847333,172017343,TLK1
chr2,172179761,172290619,METTL8
chr2,172290727,172338668,DCAF17
chr2,172378757,172412117,CYBRD1
chr2,172543919,172582591,DYNC1I2
chr2,172640880,172750762,SLC25A12
chr2,172778958,172848596,HAT1
chr2,172864490,172947158,METAP1D
chr2,172949468,172951582,DLX1
chr2,172964167,172967628,DLX2
chr2,173292082,173339705,ITGA6
chr2,173420101,173429801,PDK1
chr2,173600002,173782565,RAPGEF4
chr2,173940163,174086932,MLTK
chr2,174219548,174233632,CDCA7
chr2,174771187,174830430,SP3
chr2,174937175,175113426,OLA1
chr2,175199674,175203220,SP9
chr2,175212750,175260443,CIR1
chr2,175260458,175292592,SCRN3
chr2,175296966,175351808,GPR155
chr2,175424300,175499307,WIPF1
chr2,175612320,175629200,CHRNA1
chr2,175664091,175869954,CHN1
chr2,175936978,176032934,ATF2
chr2,176040986,176049335,ATP5G3
chr2,176788620,176867073,KIAA1715
chr2,176942200,176948641,EVX2
chr2,176957619,176960666,HOXD13
chr2,176964458,176966408,HOXD12
chr2,176968944,176974482,HOXD11
chr2,176973518,176984122,HOXD10
chr2,176987088,176989853,HOXD9
chr2,176994422,176997375,HOXD8
chr2,177001340,177004391,HOXD3
chr2,177015950,177017954,HOXD4
chr2,177053307,177055688,HOXD1
chr2,177134123,177202753,MTX2
chr2,178077291,178084813,HNRNPA3
chr2,178092323,178097215,NFE2L2
chr2,178257372,178408564,AGPS
chr2,178414973,178417742,TTC30B
chr2,178479026,178483694,TTC30A
chr2,178492797,178937482,PDE11A
chr2,178977151,178994383,RBM45
chr2,179059208,179260499,OSBPL6
chr2,179296141,179315958,PRKRA
chr2,179316163,179326117,DFNB59
chr2,179328391,179343285,FKBP7
chr2,179345195,179370093,PLEKHA3
chr2,179390716,179672148,TTN
chr2,179694996,179701864,CCDC141
chr2,179966419,180129517,SESTD1
chr2,180306709,180450632,ZNF385B
chr2,180809603,180871780,CWC22
chr2,181831975,181925539,UBE2E3
chr2,182321929,182324118,ITGA4
chr2,182401403,182521834,CERKL
chr2,182537815,182545274,NEUROD1
chr2,182756560,182759422,SSFA2
chr2,182818968,182982245,PPP1R1C
chr2,183004763,183387304,PDE1A
chr2,183580999,183644334,DNAJC10
chr2,183698002,183731890,FRZB
chr2,183789605,183903200,NCKAP1
chr2,183943287,183960627,DUSP19
chr2,183982241,183995215,NUP35
chr2,185463093,185804219,ZNF804A
chr2,186603622,186698017,FSIP2
chr2,187350883,187374090,ZC3H15
chr2,187454792,187545628,ITGAV
chr2,187558698,187630685,FAM171B
chr2,187692562,187713897,ZSWIM2
chr2,188207856,188313187,CALCRL
chr2,188328957,188378368,TFPI
chr2,189156396,189459786,GULP1
